mass_C
t	x	y
113,663	142,953	4,419
113,729	142,979	3,466
113,763	143,029	2,731
113,796	142,643	2,285
113,829	142,967	1,965
113,863	142,814	1,388
113,896	143,297	0,591
113,929	143,511	0,461
113,963	143,722	-0,055
113,996	143,873	-0,560
114,029	144,062	-1,029
114,063	144,246	-1,426
114,096	144,565	-1,865
114,129	144,749	-2,195
114,162	145,092	-2,603
114,196	145,392	-2,867
114,229	145,658	-3,128
114,262	145,951	-3,460
114,296	146,382	-3,699
114,329	146,593	-3,831
114,362	147,107	-3,962
114,396	147,408	-3,968
114,429	147,792	-3,968
114,462	148,232	-3,951
114,496	148,748	-3,931
114,529	149,218	-4,164
114,562	149,728	-4,156
114,596	150,337	-4,249
114,629	150,873	-4,043
114,662	151,423	-3,691
114,696	151,946	-3,370
114,729	152,345	-3,084
114,762	152,530	-2,657
114,796	152,649	-2,350
114,829	152,419	-1,875
114,862	152,005	-1,247
114,895	151,549	-0,694
114,929	151,037	-0,110
114,962	150,610	0,459
114,996	150,182	1,294
115,029	149,773	1,927
115,062	149,381	2,626
115,095	148,974	3,393
115,129	148,565	4,144
115,162	148,144	4,912
115,195	147,928	5,588
115,229	147,650	6,367
115,262	147,247	7,257
115,295	146,921	8,029
115,329	146,595	8,804
115,362	146,288	9,574
115,395	146,018	10,302
115,429	145,708	10,906
115,462	145,511	11,612
115,495	145,223	12,194
115,529	145,032	12,712
115,562	144,772	13,237
115,595	144,500	13,731
115,629	144,183	14,093
115,662	144,184	14,499
115,695	143,933	14,785
115,729	143,776	14,977
115,762	143,673	15,226
115,795	143,431	15,188
115,829	143,327	15,199
115,862	143,300	15,128
115,895	143,368	15,101
115,929	143,195	14,836
115,962	143,142	14,585
115,995	143,163	14,299
116,029	143,241	14,000
116,062	143,157	13,529
116,095	143,140	13,091
116,128	143,193	12,529
116,162	143,388	11,957
116,195	143,450	11,405
116,228	143,644	10,847
116,262	143,713	10,102
116,295	143,915	9,365
116,328	143,989	8,649
116,362	144,218	7,968
116,395	144,584	7,354
116,428	144,701	6,547
116,462	144,698	5,626
116,495	144,951	4,842
116,528	145,201	4,078
116,562	145,485	3,313
116,595	145,765	2,558
116,628	146,080	1,800
116,662	146,392	1,121
116,695	146,646	0,479
116,728	147,142	-0,366
116,762	147,511	-0,935
116,795	147,972	-1,635
116,828	148,363	-2,157
116,862	148,804	-2,677
116,895	149,137	-3,033
116,928	149,746	-3,365
116,962	150,220	-3,661
116,995	150,501	-3,630
117,028	151,111	-3,788
117,061	151,551	-3,894
117,095	151,927	-3,914
117,128	152,356	-4,100
117,161	152,601	-4,068
117,195	152,454	-3,679
117,228	152,355	-3,531
117,261	151,912	-3,358
117,295	151,419	-3,108
117,328	151,022	-2,910
117,361	150,422	-2,513
117,395	149,993	-2,086
117,428	149,519	-1,630
117,461	149,193	-1,294
117,495	148,732	-0,815
117,528	148,574	-0,658
117,561	148,230	-0,150
117,595	147,651	0,635
117,628	147,326	1,163
117,661	147,031	1,697
117,695	146,797	2,210
117,728	146,526	2,771
117,761	146,299	3,303
117,795	146,071	3,804
117,828	145,854	4,291
117,861	145,573	4,696
117,895	145,433	5,135
117,928	145,301	5,594
117,961	145,117	5,918
117,995	144,941	6,382
118,028	144,835	6,646
118,061	144,694	7,022
118,094	144,536	7,286
118,128	144,446	7,515
118,161	144,384	7,746
118,194	144,385	7,984
118,228	144,442	8,158
118,261	144,336	8,250
118,294	144,272	8,249
118,328	144,259	8,286
118,361	144,309	8,182
118,394	144,256	8,208
118,428	144,326	8,146
118,461	144,315	7,963
118,494	144,454	7,835
118,528	144,489	7,530
118,561	144,538	7,276
118,594	144,719	6,943
118,628	144,760	6,510
118,661	144,951	6,180
118,694	144,997	5,706
118,728	145,305	5,319
118,761	145,497	4,890
118,794	145,716	4,523
118,828	145,912	4,011
118,861	146,032	3,573
118,894	146,250	3,063
118,928	146,583	2,567
118,961	146,920	2,056
118,994	147,244	1,570
119,028	147,592	1,051
119,061	147,787	0,582
119,094	148,169	0,125
119,127	148,419	-0,790
119,161	148,779	-1,220
119,194	149,238	-1,308
119,227	149,592	-1,615
119,261	149,922	-1,934
119,294	150,413	-2,210
119,327	150,903	-2,593
119,361	151,438	-2,821
119,394	152,070	-3,187
119,427	152,558	-3,414
119,461	152,633	-3,515
119,494	152,855	-3,718
119,527	152,610	-4,223
119,561	152,314	-4,226
119,594	152,114	-3,816
119,627	151,823	-3,761
119,661	151,246	-3,588
119,694	150,681	-3,355
119,727	150,066	-3,483
119,761	149,746	-3,179
119,794	149,427	-2,236
119,827	149,258	-1,853
119,861	148,874	-1,319
119,894	148,594	-0,780
119,927	148,269	-0,626
119,961	147,828	0,038
119,994	147,555	0,721
120,027	147,271	1,457
120,061	147,012	2,184
120,094	146,792	2,969
120,127	146,636	3,774
120,160	146,423	4,556
120,194	146,226	5,349
120,227	146,089	6,165
120,260	145,938	6,945
120,294	145,832	7,699
120,327	145,638	8,456
120,360	145,418	9,185
120,394	145,391	9,938
120,427	145,311	10,644
120,460	145,169	11,148
120,494	145,088	11,752
120,527	144,946	12,354
120,560	144,839	12,868
120,594	144,857	13,368
120,627	144,943	13,880
120,660	144,999	14,400
120,694	144,948	14,705
