mass_B
t	x	y
16,095	508,1	-8,216
16,161	499,7	-4,016
16,228	492,1	1,652
16,295	483,3	7,148
16,361	476,9	13,18
16,428	468,6	19,13
16,495	460,9	25,06
16,561	453,4	29,97
16,628	445,9	33,65
16,694	437,0	35,09
16,761	430,2	35,50
16,828	421,9	34,86
16,894	415,3	32,41
16,961	408,6	28,65
17,028	401,4	23,10
17,094	395,2	17,01
17,161	389,3	10,41
17,228	383,1	4,046
17,294	376,6	-1,794
17,361	370,0	-7,530
17,428	363,6	-11,62
17,494	356,9	-14,19
17,561	350,4	-14,75
17,628	345,1	-14,03
17,694	338,6	-12,08
17,761	333,3	-7,505
17,827	330,3	2,864
17,894	323,8	7,810
17,961	316,7	14,08
18,027	310,6	21,04
18,094	304,8	26,20
18,161	299,3	30,39
18,227	293,5	32,65
18,294	287,8	32,91
18,361	282,6	30,94
18,427	278,2	27,97
18,494	273,0	23,25
18,561	268,3	17,25
18,627	264,3	10,92
18,694	259,8	3,571
18,760	254,9	-2,195
18,827	250,8	-7,112
18,894	246,1	-10,39
18,960	241,9	-11,73
19,027	237,9	-10,55
19,094	234,2	-7,915
19,160	228,9	-2,670
19,227	225,3	3,804
19,294	225,1	11,93
19,360	217,4	17,12
19,427	213,6	23,59
19,494	209,5	28,42
19,560	204,7	30,98
19,627	201,4	31,13
19,694	198,4	30,05
19,760	195,2	26,75
19,827	191,9	21,47
19,894	189,0	15,20
19,960	186,6	7,503
20,027	183,4	0,714
20,093	180,3	-4,539
20,160	177,8	-7,968
20,227	175,5	-9,687
20,293	172,5	-8,313
20,360	169,9	-4,383
20,427	167,9	0,397
20,493	165,8	7,208
20,560	163,1	14,74
20,627	160,6	21,02
20,693	158,3	26,70
20,760	159,7	30,03
20,827	158,4	31,15
20,893	156,1	30,13
20,960	154,8	25,27
21,026	153,2	20,16
21,093	151,9	12,97
21,160	150,5	5,445
21,226	149,1	-1,535
21,293	147,4	-5,809
21,360	147,0	-8,490
21,426	146,3	-8,914
21,493	144,7	-5,918
21,560	143,3	-1,006
21,626	142,5	5,345
21,693	142,1	12,33
21,760	141,1	19,26
21,826	140,0	25,28
21,893	139,6	29,26
21,960	138,8	30,39
22,026	139,0	29,77
22,093	139,2	26,02
22,159	139,2	20,01
22,226	139,8	12,74
22,293	140,1	5,754
22,393	140,2	-3,495
22,459	140,6	-7,119
22,526	140,7	-7,854
22,593	142,1	-6,927
22,659	142,3	-2,975
22,726	143,4	2,570
22,793	144,4	9,523
22,859	144,9	17,50
22,926	145,3	23,72
22,993	146,4	28,29
23,059	146,5	30,42
23,126	148,8	30,37
23,192	149,4	27,59
23,259	151,1	22,65
23,326	153,0	16,13
23,392	155,2	10,01
23,459	157,2	1,095
23,526	158,6	-3,260
23,592	160,2	-7,015
23,659	162,3	-8,969
23,726	164,1	-7,395
23,792	167,4	-4,775
23,859	169,8	1,026
23,926	172,1	7,656
23,992	174,1	15,03
24,059	176,6	22,04
24,125	178,6	27,16
24,192	180,7	31,10
24,259	183,4	32,77
24,325	185,6	31,44
