mass_B
t	x	y
8,597	681,5	9,260
8,664	692,1	9,127
8,730	702,8	9,277
8,797	713,2	9,197
8,864	724,1	9,176
8,930	735,4	9,102
8,997	746,4	9,088
9,064	757,8	9,028
9,130	769,1	8,920
9,197	780,5	8,973
9,264	792,0	8,811
9,330	803,7	8,877
9,397	815,0	7,669
9,464	826,8	7,844
9,530	838,6	7,391
9,597	850,5	6,992
9,663	863,1	6,672
9,730	874,5	6,564
9,797	886,5	6,483
9,863	898,6	6,602
9,930	910,8	6,635
9,997	923,1	6,596
10,063	935,9	6,651
10,130	948,2	6,622
10,197	961,1	6,671
10,263	974,0	6,680
10,330	986,5	6,733
10,397	999,5	6,583
10,463	1,013E3	6,720
10,530	1,027E3	6,647
10,596	1,039E3	6,779
10,663	1,053E3	7,362
10,730	1,066E3	7,471
10,796	1,079E3	8,458
10,863	1,093E3	8,445
10,930	1,107E3	8,886
10,996	1,121E3	8,890
11,063	1,135E3	8,973
11,130	1,149E3	8,953
11,196	1,163E3	8,919
11,263	1,178E3	8,938
11,330	1,191E3	8,386
11,396	1,206E3	7,802
11,463	1,220E3	7,197
11,529	1,235E3	7,090
11,596	1,250E3	6,963
11,663	1,266E3	0,832
11,729	1,280E3	1,743
11,796	1,278E3	-0,415
11,863	1,263E3	-3,456
11,929	1,246E3	-4,779
11,996	1,231E3	-8,481
12,063	1,221E3	-10,13
12,129	1,204E3	-14,80
12,196	1,188E3	-19,81
12,263	1,174E3	-25,15
12,329	1,161E3	-26,63
12,396	1,147E3	-29,09
12,463	1,135E3	-34,81
12,529	1,115E3	-39,73
12,596	1,103E3	-43,92
12,662	1,090E3	-47,35
12,729	1,076E3	-49,22
12,796	1,064E3	-51,72
12,862	1,051E3	-55,40
12,929	1,036E3	-55,14
12,996	1,021E3	-56,30
13,062	1,011E3	-53,78
13,129	998,6	-51,98
13,196	987,1	-49,51
13,262	974,8	-45,64
13,329	962,5	-41,33
13,396	950,3	-37,27
13,462	938,6	-32,46
13,529	925,6	-26,93
13,595	913,8	-22,25
13,662	896,6	-17,51
13,729	888,3	-12,49
13,795	880,2	-9,469
13,862	867,6	-5,432
13,929	853,9	3,152
13,995	844,0	5,453
14,062	833,2	4,951
14,129	824,2	1,687
14,195	807,7	1,207
14,262	796,4	0,181
14,329	786,8	-1,918
14,395	775,5	-5,679
14,462	764,7	-9,517
14,528	756,0	-14,19
14,595	744,5	-18,49
14,662	733,8	-27,66
14,729	723,9	-32,96
14,795	713,2	-37,75
14,862	703,6	-41,63
14,928	693,6	-45,00
14,995	683,0	-47,33
15,062	673,4	-48,61
15,128	663,8	-48,67
15,195	653,1	-47,35
15,262	643,9	-45,01
15,328	633,5	-41,10
15,395	624,1	-36,60
15,462	615,3	-31,62
15,528	605,4	-25,84
15,595	596,4	-20,51
15,662	587,5	-15,31
15,728	578,6	-10,73
15,795	569,5	-6,134
15,861	560,9	-2,488
15,928	552,5	0,767
15,995	545,2	2,418
16,061	538,3	2,785
16,128	529,2	1,579
16,195	519,2	-0,951
16,261	511,0	-3,724
16,328	504,1	-8,185
16,395	496,6	-12,73
16,461	488,2	-18,16
16,528	480,1	-24,13
16,595	472,6	-29,29
16,661	465,2	-34,04
16,728	457,2	-38,41
16,795	449,4	-40,93
16,861	442,2	-42,46
16,928	434,5	-42,56
16,994	427,5	-41,89
17,061	420,5	-39,62
17,128	413,0	-34,18
17,194	406,6	-29,62
17,261	399,3	-23,79
17,328	392,4	-17,55
17,394	386,0	-12,30
17,461	379,4	-6,496
17,528	373,9	-1,520
17,594	367,6	2,029
17,661	361,2	3,219
17,728	354,3	3,272
17,794	347,8	1,588
17,861	341,7	-0,621
17,927	336,1	-5,588
17,994	330,4	-11,34
18,061	324,4	-17,30
18,127	319,3	-22,83
18,194	314,1	-29,07
18,261	308,6	-34,58
18,327	303,0	-38,42
18,394	298,3	-41,05
18,461	293,2	-41,55
18,527	287,8	-40,36
18,594	281,5	-36,74
18,661	276,4	-31,63
18,727	271,9	-25,58
18,794	266,9	-19,45
18,860	262,1	-13,45
18,927	257,2	-7,678
18,994	252,3	-3,058
19,060	247,4	0,431
19,127	243,3	1,291
19,194	239,3	5,217E-2
19,260	235,2	-2,847
19,327	231,3	-6,550
19,394	227,7	-13,49
19,460	225,3	-18,36
19,527	220,2	-25,36
19,594	216,8	-31,28
19,660	213,7	-35,70
19,727	209,8	-38,59
19,794	207,0	-39,81
19,860	203,3	-38,22
19,927	198,9	-34,77
19,993	196,4	-29,35
20,060	194,1	-23,76
20,127	189,7	-16,61
20,193	187,1	-10,46
20,260	184,0	-4,862
20,327	180,7	-1,225
20,393	178,1	0,436
20,460	178,8	-0,958
20,527	173,2	-3,092
20,593	171,2	-7,687
20,660	169,1	-14,15
20,727	167,0	-20,55
20,793	165,0	-27,14
20,860	162,4	-32,17
20,926	160,2	-36,08
20,993	158,0	-38,02
21,060	156,9	-37,78
21,126	154,1	-33,61
21,193	156,8	-28,43
21,260	156,3	-22,20
21,326	149,3	-16,99
21,393	152,4	-9,602
21,460	145,4	-4,116
21,526	143,9	-1,054
21,593	142,8	0,493
21,660	142,4	-0,862
21,726	141,5	-3,871
21,793	141,3	-9,907
21,860	140,5	-16,33
21,926	139,8	-23,43
21,993	139,5	-29,07
22,059	138,5	-33,80
22,126	138,8	-37,19
22,193	137,9	-37,45
22,259	138,1	-35,40
22,326	138,1	-31,10
22,393	137,9	-24,96
22,459	137,3	-18,42
22,526	138,6	-12,06
22,593	138,3	-5,869
22,659	138,2	-1,813
22,726	138,5	-0,596
22,793	140,2	-1,098
22,859	141,4	-1,630
22,926	141,9	-7,550
22,992	143,0	-14,07
23,059	143,7	-20,56
23,126	145,0	-27,05
23,192	146,0	-31,67
23,259	147,2	-35,41
23,326	147,4	-35,98
23,392	149,5	-35,53
23,459	157,3	-30,99
23,526	157,5	-22,28
23,592	153,1	-18,41
23,659	154,2	-12,08
23,726	160,8	-5,362
23,792	156,3	-1,243
23,859	157,6	1,502
23,925	160,4	1,901
23,992	162,1	-0,807
24,059	165,5	-4,695
24,125	167,2	-10,45
24,192	169,9	-16,68
24,259	178,7	-23,14
24,325	175,1	-29,06
24,392	177,6	-33,65
24,459	181,3	-37,00
24,525	183,7	-37,61
24,592	186,7	-35,25
24,659	188,7	-31,66
24,725	192,1	-25,75
24,792	195,2	-20,29
24,858	203,6	-10,57
24,925	200,7	-7,356
24,992	204,0	-2,717
25,092	207,8	2,297
25,158	210,9	2,460
25,225	215,2	1,045
25,292	223,3	-1,452
25,358	223,1	-7,802
25,425	227,5	-14,22
25,492	231,0	-20,47
